,111,115,261,266,311,312,315,321,322,324,325,331,334,335,336,341,351,352,356,361,364,365,366,422,431,441,451,452,461,525,531,532,533,535,536,541,542,546,631,632,636,646
Time10,0.154390086,0.041286424,0.029142808,0.011785838,0,0,0.041240378,0.015247751,0.047656287,0.046757504,0.040252999,0.053008156,0,0,0.073535967,0.046405275,0.046609901,0.040236326,0,0.032094882,0,0,0.022562918,0.02949977,0,0.046188642,0,0,0.046580132,0,0.042553941,0.040764511,0.032695974,0,0,0,0,0,0.032230121,0.058610064,0.067376587,0
Time11,0.389111057,0.071145483,0.015547996,0,0,0,0.012192822,0,0.089139726,0.035300464,0.016082416,0.038403167,0,0,0,0,0.012290166,0,0,0.016758714,0,0,0,0,0,0,0,0,0.052744275,0,0.02181747,0.039206719,0,0,0,0,0,0,0.013623034,0,0.040670195,0
Time12,0.040980523,0.054055754,0.049704548,0.028775117,0,0.018542827,0.070986583,0.004019832,0.021736601,0.045514536,0.028639847,0.047333393,0,0,0,0.031865856,0.037824921,0.065275551,0,0.025142869,0,0.045439057,0.017754282,0.085884768,0,0.023372146,0.011086976,0,0.032524227,0,0.029809465,0.058299747,0.045377654,0,0,0,0,0,0.016934465,0,0.030796286,0
Time13,0.03706595,0.054765663,0.047479234,0.036980426,0,0,0.085174894,0,0.026349041,0.040727647,0.036240592,0.02604392,0,0,0,0.026821115,0.031031793,0.061287035,0,0.026366428,0,0.043885713,0.011828653,0,0,0.03071277,0.019420631,0,0.048176065,0,0.033204254,0.027417899,0.022178518,0,0,0,0,0,0.013935148,0,0.020281059,0
Time14,0,0.026012299,0.069809739,0.046004594,0.013770158,0.027781076,0.037898682,0.028831944,0.024408136,0.120983396,0.08585594,0.057099724,0,0,0.111463848,0.02503372,0.034400869,0.08217826,0,0.02998162,0,0.035303574,0.052464851,0.046971983,0,0.037247563,0.103705424,1,0.033359004,0,0.031314213,0.022043073,0.022155945,0,0,0,0,0,0.005838131,0,0.017479853,0
Time15,0,0.032917154,0.086660272,0.04514244,0.018785011,0,0.044467606,0.027907003,0.040366705,0.051187716,0.019517439,0.041556941,0,0,0.101557555,0.027743313,0.036920165,0.065892066,0,0.037723572,0,0.047659491,0.022580662,0.044708902,0,0.045759288,0.091548401,0,0.039279597,0,0.035270671,0.021017258,0.042000435,0,0,0,0,0,0.020680851,0.062560041,0.028628899,0
Time16,0,0.050272653,0.062839988,0.051227327,0,0,0.03793606,0,0.010724749,0.022464382,0.025062049,0.01189102,0,0,0,0.023445628,0.015423457,0.021464442,0,0.046080449,0,0.083243166,0.032760213,0,0,0.043891348,0.060839808,0,0.013989226,0,0.02943899,0.021778841,0.021929723,0,0,0,0,0,0.007911584,0,0.02387674,0
Time17,0,0.027491784,0.125591084,0.146809099,0.019747183,0,0.016845838,0,0.011684801,0.038301779,0.029853367,0.031213794,0,0,0,0.037021262,0.03856075,0.106554481,0,0.043002634,0,0.200715956,0.089901477,0,0,0.0231826,0.241428304,0,0.024485036,0,0.045325155,0.014979345,0.02043859,0,0,0,0.502358507,0,0.016378882,0.055557119,0.022366291,0
Time18,0,0.046712855,0.057947066,0.094891449,0,0,0.065285382,0,0.012938619,0.035687013,0.02811926,0.026665519,0,0,0,0.020983082,0.043006114,0.115938618,0,0.032437733,0,0.241578415,0.058931099,0.06168148,0,0.017528916,0,0,0.029770334,0,0.039091256,0.023241358,0.061161751,0,0,0,0,0,0.023076368,0,0.048387754,0
Time19,0,0.016123182,0.096398189,0.11453214,0,0,0.028158574,0.009796226,0.024743358,0.058847112,0.059174261,0.029427316,0,0,0,0.034843455,0.045889626,0.213262082,0,0.046108921,0,0.115498218,0.137465354,0,0,0.036139148,0.055867858,0,0.042872276,0,0.038286252,0.008802285,0.069742675,0,0,0.31087426,0,0,0.050137213,0,0.019343727,0
Time20,0,0.023325542,0.086241128,0.112510068,0,0,0.050022957,0.012963463,0.033422687,0.041624796,0.075275499,0.023610347,0,0,0,0.064146596,0.031295638,0.061791662,0,0.031586083,0,0.131681815,0.170080461,0.020493672,0,0.046523936,0.119827584,0,0.055528991,0,0.084407459,0.040122382,0.076423146,0,0,0.218399281,0,0,0.052431163,0.107259533,0.045772649,0
Time21,0,0.032941444,0.040639586,0.070122529,0.111090304,0,0.050448206,0,0.044164319,0.058875783,0.065701025,0.039794374,0,0,0,0.101379679,0.033545609,0.122022728,0,0.021637869,0,0,0.0807913,0.080488061,0.269308542,0.043798125,0,0,0.063294975,0.043569995,0.070170213,0.056070721,0.063328936,0,0,0,0,0,0.068293664,0.171475889,0.092721546,0
Time22,0,0.036881806,0.03637574,0.03588764,0.123351094,0,0.082100775,0,0.03071108,0.033760301,0.049546467,0.045209116,0,0,0,0.110439279,0.013081808,0,0,0.030723685,0,0,0.084722997,0,0.116465359,0.046037232,0.027423867,0,0.048763667,0,0.059452764,0.063892466,0.057721638,1,1,0,0,0,0.050875414,0.196593424,0.120528721,0
Time23,0,0.03473037,0.042369575,0.087388774,0.099357269,0,0.009680645,0,0.037423164,0.060048503,0.060290288,0.041960922,1,0,0,0.087482784,0.023579955,0,0,0.029495371,0,0,0.097071645,0,0,0.032965292,0,0,0.054188218,0,0.06688887,0.060393792,0.024035315,0,0,0,0,0,0.073103856,0.100671794,0.131434405,0
Time24,0,0.039648787,0.027182408,0.048009188,0.167202918,0,0.003475239,0,0.045093116,0.035417894,0.053444921,0.035538881,0,0,0,0.086585406,0.025665765,0,0,0.036224098,0,0.011679922,0.074384715,0,0.246133723,0.029673681,0,0,0.0537973,0,0.045337675,0.04624885,0.007675376,0,0,0,0,0,0.083957713,0.189494062,0.082435523,0
Time25,0,0.029009722,0.057797777,0.042836656,0.126935231,0,0.012942984,0,0.053797288,0.048471995,0.097692132,0.039220091,0,0,0,0.071170805,0.015510465,0,0,0.034641191,0,0.020753122,0.043767182,0.193851547,0,0.027568265,0.030659476,0,0.031553769,0,0.058260338,0.086887469,0.088595364,0,0,0,0,0,0.065600959,0,0.063526286,0
Time26,0.021842107,0.049561216,0.014949001,0.027096716,0.080454632,0.009759155,0.027250485,0.015697713,0.0640548,0.025368444,0.031272227,0.033484286,0,1,0,0.083568232,0.011237491,0.014340038,0,0.0272616,0,0,0.002932191,0.111851436,0.352669018,0.029926262,0.051767504,0,0.040268778,0.009415301,0.059280555,0.034946696,0.032208077,0,0,0.470726458,0,0,0.085531684,0.057778072,0.061346759,0
