"","time","msimpson","mraoQ","mfred","mfric","mfeve","mfspe","mfdis","mfdiv","mfori","mTaxRich","sd.simpson","sd.raoQ","sd.fred","sd.fric","sd.feve","sd.fspe","sd.fdis","sd.fdiv","sd.fori","sd.TaxRich","n.fric","se.simpson","se.raoQ","se.fred","se.fric","se.feve","se.fspe","se.fdis","se.fdiv","se.fori","se.TaxRich","lower.ci.simpson","upper.ci.simpson","lower.ci.raoQ","upper.ci.raoQ","lower.ci.fred","upper.ci.fred","lower.ci.fric","upper.ci.fric","lower.ci.feve","upper.ci.feve","lower.ci.fspe","upper.ci.fspe","lower.ci.fdis","upper.ci.fdis","lower.ci.fdiv","upper.ci.fdiv","lower.ci.fori","upper.ci.fori","lower.ci.TaxRich","upper.ci.TaxRich"
"18","18",0.980659961973997,0.685521417574029,0.295138544399969,0.776359427610127,0.658042333333333,0.469805246499919,0.559328674689047,0.735256324658992,0.398292474819001,126,0.00143347433115732,0.0136987731328388,0.0129258616496046,0.00833390406365191,0.0510462137707914,0.0148861775772185,0.0127396329032301,0.0238596018741271,0.0241341989156024,1.73205080756888,3,0.000827616790970096,0.00790899035581212,0.00746274970290709,0.00481158175454995,0.0294715452616776,0.00859453863141169,0.00735523048605689,0.0137753475647846,0.013933886240599,1,0.977099014329143,0.984220909618851,0.651491778630031,0.719551056518026,0.263028924019318,0.327248164780619,0.7556568622395,0.797061992980755,0.531236508663241,0.784848158003425,0.432825931396539,0.5067845616033,0.527681672160278,0.590975677217816,0.675985787856124,0.794526861461861,0.33833980114987,0.458245148488133,121.697347270251,130.302652729749
"19","19",0.966643545296269,0.71125378217231,0.255389763123959,0.822932430017011,0.680218,0.515962688629303,0.619503397462649,0.786103668059757,0.42838969359166,132.666666666667,0.0120676406847683,0.00571610617344746,0.00754354177327082,0.0302938694265776,0.00617709017256505,0.00310187594128221,0.00447562430683151,0.0238750307363427,0.0444269542736782,9.50438495292217,3,0.00696725559783468,0.00330019543795637,0.00435526587344109,0.01749017366823,0.00356634467393902,0.00179086890969211,0.0025840028983408,0.013784255422538,0.0256499140091833,5.48735921105144,0.936665863979384,0.996621226613155,0.69705418726248,0.725453377082139,0.236650566524813,0.274128959723105,0.747678286539609,0.898186573494413,0.664873257353449,0.695562742646551,0.508257201626393,0.523668175632213,0.608385330338423,0.630621464586876,0.72679480383841,0.845412532281104,0.318027021062209,0.538752366121112,109.05646557812,156.276867755213
"20","2",0.977296486628818,0.697588440257578,0.279708046371239,0.754817606381747,0.684991,0.483966832104864,0.582182932193185,0.774049150885491,0.406864684622652,124.333333333333,0.005041665404893,0.012835136783352,0.00914923705773732,0.0382812761808897,0.00282011542316978,0.00611561815812177,0.00622460785427537,0.0250446538078082,0.00728818662126336,4.93288286231625,3,0.002910806878679,0.00741036967695397,0.00528231447816434,0.0221017051079591,0.00162819439871289,0.00353085378985257,0.00359377902026574,0.0144595376176991,0.00420783650769063,2.84800124843918,0.964772295466496,0.989820677791139,0.66570419293858,0.729472687576577,0.25698008156237,0.302436011180108,0.659721644566869,0.849913568196625,0.677985444925815,0.691996555074185,0.468774794407609,0.49915886980212,0.566720149081523,0.597645715304848,0.711834781883783,0.836263519887198,0.388759825386497,0.424969543858806,112.079372987407,136.58729367926
"21","20",0.966564226916106,0.69201290882881,0.274551318087296,0.760581556377875,0.675409333333333,0.489190053020251,0.581110437502122,0.757032172835186,0.391629267816447,136,0.0153801563657461,0.0086289833743863,0.00808580303360271,0.0513120817398451,0.0264485483596611,0.0302765247212409,0.0335143984667289,0.063220839905092,0.00693313006769652,1,3,0.00887973741794202,0.00498194587403474,0.00466834055806482,0.0296250442051796,0.0152700765151252,0.0174801596979348,0.0193495469764943,0.0365005689375991,0.00400284451091127,0.577350269189626,0.928357800475339,1.00477065335687,0.67057732581443,0.713448491843189,0.254465069841739,0.294637566332854,0.63311527905951,0.88804783369624,0.609707496932047,0.74111116973462,0.413978996179476,0.564401109861027,0.497856056384293,0.664364818619951,0.599982900258417,0.914081445411955,0.374406417954812,0.408852117678082,133.51586228825,138.48413771175
"22","21",0.968758448947122,0.702270796249214,0.266487652697908,0.77094197188729,0.665146333333333,0.494966932832459,0.588377509547735,0.792546576842522,0.407248113431893,129.666666666667,0.0141316465298985,0.0161849066131238,0.0149472130341949,0.067991870285976,0.0377804208861327,0.0153485376060257,0.018728571812433,0.0202964238832484,0.020056569101184,5.13160143944688,3,0.00815890992812955,0.00934436018989599,0.00862977746892709,0.0392551246123144,0.0218125361687061,0.00886148231850603,0.0108129459774454,0.0117181457925802,0.0115796655695889,2.96273147243853,0.933653492873075,1.00386340502117,0.662065259370396,0.742476333128032,0.229356717114098,0.303618588281717,0.60204080281746,0.93984314095712,0.571294565044291,0.758998101622375,0.456839051745112,0.533094813919806,0.541853158021246,0.634901861074225,0.742127464860475,0.84296568882457,0.357424833759315,0.45707139310447,116.919062009264,142.414271324069
"23","22",0.97357178094001,0.686476596792737,0.287095184147273,0.796127527294157,0.659852666666667,0.466958955557853,0.558991803806682,0.741038410175167,0.380772648825576,133,0.0100862843209573,0.0219672589440797,0.0131460776651301,0.0184618335171392,0.0377027653141428,0.048911290611713,0.0598879455788485,0.060862211120573,0.00737330681311707,4,3,0.0058233189678278,0.0126828028647226,0.00758989147875057,0.0106589445508544,0.0217677017033136,0.0282389468010845,0.0345763215011619,0.0351388139739386,0.00425698067337084,2.3094010767585,0.948516061686884,0.998627500193137,0.631906900425964,0.74104629315951,0.254438516857725,0.319751851436822,0.750265790426175,0.841989264162139,0.566193805512532,0.753511527820801,0.345456574018917,0.588461337096789,0.410221899715012,0.707761707898351,0.589848296310041,0.892228524040292,0.362456339310806,0.399088958340345,123.063449152999,142.936550847001
"24","23",0.978931362328553,0.698436659374018,0.280494702954535,0.819842535657825,0.689941666666667,0.495120914373283,0.595919161440152,0.758138465629859,0.397296341365949,134.666666666667,0.00297171712859258,0.00841924865858695,0.00764193089287353,0.0365191187052273,0.0257287773773518,0.00801595296429721,0.00840987779679154,0.0151189442229622,0.0114602223196169,10.5039675043925,3,0.00171572168414835,0.00486085547940957,0.00441207085812905,0.0210843230150309,0.014854516544734,0.00462801260174837,0.00485544520982945,0.00872892651699019,0.00661656244120377,6.06446846622008,0.971549207740762,0.986313516916345,0.677522086276619,0.719351232471418,0.261511094232958,0.299478311676112,0.729124015682283,0.910561055633367,0.626027840506358,0.753855492826975,0.475208183319055,0.51503364542751,0.57502786685393,0.616810456026374,0.720580926123749,0.795696005135969,0.368827570916746,0.425765111815152,108.573364866005,160.759968467328
"25","24",0.976901020862839,0.701655716119058,0.275245304743781,0.789650183277171,0.670955,0.487106897681645,0.584732525427436,0.744557665983297,0.386746483356941,127.333333333333,0.00250373273772518,0.00402075650915602,0.00625231994018289,0.0672158019055759,0.0256858797007227,0.0244064416117124,0.0256523925461051,0.042049099448309,0.0297360251433378,14.2243921955679,3,0.00144553077010451,0.00232138485290717,0.00360977860052425,0.0388070613239808,0.0148297495595846,0.014091065634483,0.0148104157418517,0.0242770588856625,0.0171681021211356,8.21245666316995,0.970681403948912,0.983120637776766,0.691667603244898,0.711643828993218,0.259713680994444,0.290776928493118,0.62267687493799,0.956623491616352,0.607147737575952,0.734762262424048,0.426477935664358,0.547735859698932,0.521008449707033,0.648456601147838,0.640101912298613,0.849013419667981,0.31287810190082,0.460614864813063,91.997984253596,162.668682413071
"26","25",0.971083137400371,0.697594403988504,0.273488733411868,0.790415743778761,0.638724,0.473181012811758,0.564867430838779,0.730562082286134,0.389007515908117,131.666666666667,0.0112795947057943,0.0221170902379934,0.0116203931386384,0.0277867951103179,0.0361427761385315,0.0196809099739415,0.0160262015376942,0.0274002214966664,0.0399977551484259,4.61880215351701,3,0.00651227703974021,0.0127693080025967,0.00670903710668215,0.016042713636859,0.0208670415328415,0.0113627786713519,0.00925273177187495,0.0158195252569557,0.0230927147019244,2.66666666666667,0.943063070818448,0.999103203982294,0.642652506054119,0.752536301922888,0.244622076590811,0.302355390232924,0.72138951815654,0.859441969400981,0.548940366786924,0.728507633213076,0.424290922143926,0.522071103479589,0.525056139222882,0.604678722454677,0.662496158755953,0.798628005816315,0.289647583958556,0.488367447857677,120.192926054001,143.140407279332
"27","26",0.975098917316441,0.705541841826904,0.269557075489536,0.769673753186586,0.670069666666667,0.487720434693957,0.583215094363674,0.72984925967866,0.385219130475865,123.333333333333,0.00671529555119469,0.0162810879580725,0.00960204136885428,0.0310486067080233,0.0167710104148001,0.036915435858153,0.0366248311736452,0.0223838745881287,0.00552233461854832,9.71253485622231,3,0.00387707769417015,0.00939989051529313,0.00554374116907794,0.0179259214408401,0.00968274737756684,0.021313136829957,0.0211453561371287,0.0129233360189629,0.00318832137857406,5.60753461375357,0.958417198392169,0.991780636240713,0.665097377241932,0.745986306411877,0.245704282415379,0.293409868563694,0.692544738365881,0.846802768007291,0.628408167231104,0.711731166102229,0.396017408333019,0.579423461054896,0.492233970058732,0.674196218668615,0.674244632679199,0.78545388667812,0.371500890793025,0.398937370158706,99.2060592203019,147.460607446365
"28","27",0.974743922937775,0.697777823519307,0.276966099418468,0.740473831464442,0.665325666666667,0.489535565405918,0.587788968510495,0.782284854232599,0.393046888621041,133,0.0044723520121311,0.0254643939743939,0.0234617094854573,0.0830465957588497,0.0256085767143224,0.0472931065393034,0.0594089774956352,0.0402212731817101,0.017798720095637,2.64575131106459,3,0.00258211363811465,0.014701874715867,0.0135456242870776,0.0479469744166539,0.0147851186595772,0.0273046877912805,0.0342997891493854,0.0232217628986098,0.0102760958384468,1.52752523165195,0.963633984644217,0.985853861231332,0.634520762140647,0.761034884897967,0.218683982103513,0.335248216733423,0.534174651107399,0.946773011821486,0.601710435506367,0.728940897826966,0.372052975945808,0.607018154866027,0.440208887097061,0.735369049923929,0.682369672707301,0.882200035757897,0.348832416810581,0.437261360431502,126.427589392272,139.572410607728
"29","28",0.977004164267858,0.699947686160875,0.277056478106982,0.732995850234886,0.662286666666667,0.475657560935767,0.567345991763296,0.730398317186065,0.379871398822867,130,0.00487648685810296,0.00990550884792014,0.0141156326169537,0.0642227028468003,0.0223449643171193,0.0121637141518508,0.0205175903234294,0.0290258405188079,0.0210170644518785,3,3,0.00281544100022542,0.00571894819980691,0.00814966429118007,0.0370789947766855,0.0129008711635214,0.00702272363991672,0.0118458362963544,0.0167580768369889,0.0121342078188678,1.73205080756888,0.964890299362789,0.989118029172926,0.67534103807768,0.72455433424407,0.241991302797995,0.31212165341597,0.573457812142614,0.892533888327158,0.606778698138795,0.717794635194538,0.445441219896203,0.50587390197533,0.516377471886622,0.618314511639971,0.658294132138044,0.802502502234086,0.327662116427669,0.432080681218066,122.547586864749,137.452413135251
"30","29",0.971262779937225,0.697942230450297,0.273320549486928,0.764866627460813,0.687262,0.502839706834473,0.600994595611843,0.790171112789902,0.371180619926401,130,0.00059161242888631,0.00519686333312139,0.00568774746397977,0.0272083639002153,0.0209671347351039,0.0140866374583862,0.0222701905773988,0.0389842164085109,0.0206753597421565,6,3,0.000341567595073439,0.00300041044431933,0.00328382252941133,0.0157087562219986,0.0121053808834474,0.00813292392857596,0.0128577005247654,0.0225075478376004,0.0119369245127264,3.46410161513775,0.969793133191888,0.972732426682561,0.685032506261677,0.710851954638916,0.259191401516744,0.287449697457113,0.697277304621262,0.832455950300364,0.635176749897178,0.739347250102822,0.467846559492341,0.537832854176605,0.54567237535066,0.656316815873026,0.693328950646484,0.88701327493332,0.319820179086906,0.422541060765897,115.095173729498,144.904826270502
"31","3",0.963913504716279,0.689620266442922,0.274293238273356,0.735049288208735,0.671978333333333,0.489581295356882,0.585154578805726,0.788005657892904,0.411998648974044,122.666666666667,0.0301225669316465,0.0359651179240795,0.00705482591857579,0.0353408493545045,0.0109094926249269,0.00848471623376602,0.000485694837396765,0.0373563023690566,0.0425316728945486,7.63762615825973,3,0.0173912721266687,0.0207644705149039,0.00407310564317568,0.0204040488882132,0.00629859850372378,0.0048986532015624,0.000280416045115034,0.0215676712287039,0.0245556727947527,4.40958551844098,0.889084900226652,1.03874210920591,0.600277960700169,0.778962572185676,0.256768079159189,0.291818397387524,0.647257751561923,0.822840824855547,0.64487765128769,0.699079015378976,0.468504091787084,0.51065849892668,0.583948045943746,0.586361111667706,0.695207458406383,0.880803857379426,0.306344116392867,0.517653181555222,103.693751498683,141.63958183465
"32","30",0.976288071103003,0.699564487417186,0.276723583685817,0.79327469584751,0.672290333333333,0.491303834377133,0.583133511846078,0.777975865857457,0.373860646336715,129.666666666667,0.00543846865968492,0.0105875765563054,0.0119732279582687,0.0887481817918536,0.0269920451491422,0.0170813979088018,0.0237719710537463,0.0410224438810572,0.048917742519372,12.0554275466834,3,0.00313990134464843,0.0061127401748487,0.0069127463847752,0.0512387866476166,0.0155838645328358,0.00986194968078185,0.0137247538870484,0.0236843190175447,0.0282426718117082,6.9602043392737,0.962778166011307,0.989797976194698,0.673263489217624,0.725865485616748,0.246980436583298,0.306466730788336,0.572811990609093,1.01373740108593,0.605238376061082,0.739342290605585,0.448871289662465,0.5337363790918,0.524080662068829,0.642186361623326,0.676070465984361,0.879881265730553,0.252342237370651,0.49537905530278,99.7193244666766,159.614008866657
"33","31",0.970724162019942,0.689550633240358,0.281173528779584,0.779938490812233,0.665305666666667,0.489822125292525,0.583259045376764,0.780734188016685,0.399675290804418,125.333333333333,0.00970427625942816,0.0113680077644767,0.00174579399089654,0.0531387729210142,0.0181070097568133,0.0121768657792968,0.0193531569625368,0.0154613785383908,0.0436105555543641,9.50438495292217,3,0.00560276651067134,0.0065633223429704,0.00100793463059375,0.030679684850354,0.0104540869573154,0.00703031673556297,0.0111735503819897,0.00892663106118265,0.0251785659888213,5.48735921105144,0.946617403398653,0.994830920641231,0.661310936445151,0.717790330035565,0.276836736089851,0.285510321469317,0.647934461043005,0.911942520581462,0.620325360882735,0.710285972450598,0.459573113799251,0.520071136785798,0.535183138324702,0.631334952428825,0.742325994513821,0.819142381519549,0.29134066512144,0.508009916487397,101.723132244787,148.94353442188
"34","32",0.977827772601617,0.701559740200685,0.276268032400932,0.801956158386896,0.673811,0.486818641425531,0.588589489300283,0.760203257881433,0.388738999125823,140.333333333333,0.00514569429613103,0.023853741975867,0.0199297992147387,0.0182920234922061,0.022263737848798,0.0410531593290905,0.0534774804813957,0.0404125311073606,0.0169452006265961,7.23417813807024,3,0.00297086798703877,0.0137719643509467,0.0115064749415246,0.0105609046872481,0.0128539750401708,0.023702052589735,0.0308752377515168,0.0233321857134688,0.00978331614323748,4.17665469538056,0.96504515934746,0.990610385855775,0.642303760192072,0.760815720209298,0.226759666583987,0.325776398217876,0.756516253005684,0.847396063768108,0.618504809205278,0.729117190794722,0.384836940149643,0.58880034270142,0.455744063307056,0.72143491529351,0.659812965330355,0.860593550432511,0.34664478721612,0.430833211035525,122.362638607033,158.304028059633
"35","33",0.976467825682952,0.715304527361278,0.261163298321674,0.771243025268633,0.659450666666667,0.516059901986342,0.617011260127345,0.796417884761808,0.412488718839052,124.666666666667,0.00252591218649715,0.0113919269746545,0.00897133572028926,0.0853169959224872,0.0132042207393444,0.029904549515921,0.037883545701925,0.0199834168147507,0.0146285651436791,8.14452781524708,3,0.00145833608082349,0.00657713210540532,0.00517960309309951,0.0492577905622982,0.00762346039829975,0.0172653997130115,0.0218720753088639,0.0115374310773248,0.00844580602356108,4.70224532655529,0.970193111963905,0.982742539401999,0.687005411954033,0.743603642768523,0.238877264934131,0.283449331709217,0.559303858244334,0.983182192292933,0.626649563973785,0.692251769359548,0.441772882780938,0.590346921191747,0.522903315594376,0.711119204660314,0.74677632544266,0.846059444080956,0.376149348496843,0.448828089181262,104.434537976412,144.898795356921
"36","34",0.979202785999546,0.711683785120065,0.267519000879481,0.815998531314072,0.679444,0.511368267510981,0.61494070393972,0.804044377043306,0.421449659275781,129,0.00297030435721209,0.0103442066440284,0.0103431951918937,0.0726648463693291,0.0270247102482154,0.0137178009080167,0.0164923384460964,0.0371290177008994,0.0385773693975481,13.8924439894498,3,0.00171490602021152,0.0059722304904829,0.00597164652832068,0.041953068611955,0.0156027237365788,0.00791997604693315,0.00952185604142019,0.0214364483643607,0.022272654606302,8.02080627701064,0.971824140930419,0.986581431068673,0.685987351297496,0.737380218942634,0.241825079643303,0.293212922115659,0.635489046129478,0.996508016498667,0.612310898123283,0.746577101876718,0.477291360953094,0.545445174068868,0.573971464050822,0.655909943828618,0.711810783972256,0.896277970114356,0.325618161135209,0.517281157416354,94.4892559774285,163.510744022571
